CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period,
216298730,2023-01-01 00:00:00,0.7,1,3.24,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-01 00:30:00,0.2,2,4.36,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 01:00:00,0.4,3,3.61,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-01 01:30:00,1.2,4,6.13,1.2,2.13,0.348,0.2556,0.6036,
216298730,2023-01-01 02:00:00,0.2,5,4.74,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 02:30:00,0.3,6,2.96,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 03:00:00,0.4,7,0.03,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-01 03:30:00,0.8,8,0.05,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-01 04:00:00,0.3,9,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 04:30:00,0.3,10,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 05:00:00,0.3,11,1.47,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 05:30:00,0.2,12,3,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 06:00:00,0.3,13,5.26,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 06:30:00,0.2,14,4.41,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 07:00:00,0.2,15,3.82,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 07:30:00,0.3,16,1.62,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 08:00:00,0.2,17,0.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 08:30:00,0.6,18,0.03,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-01 09:00:00,0.3,19,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 09:30:00,0.2,20,3.59,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 10:00:00,0.3,21,5.64,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 10:30:00,0.5,22,5.17,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-01 11:00:00,1.6,23,5.2,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-01-01 11:30:00,0.2,24,5.41,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 12:00:00,0.3,25,4.73,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 12:30:00,0.2,26,5.32,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 13:00:00,0.3,27,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 13:30:00,0.3,28,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 14:00:00,0.2,29,0.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 14:30:00,0.3,30,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 15:00:00,0.2,31,0.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 15:30:00,0.3,32,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 16:00:00,0.3,33,0.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 16:30:00,0.2,34,0.7,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 17:00:00,0.5,35,1.37,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-01 17:30:00,0.4,36,5.08,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-01 18:00:00,0.3,37,4.27,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 18:30:00,1,38,4.78,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-01 19:00:00,0.3,39,4.56,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 19:30:00,0.3,40,4.9,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 20:00:00,0.2,41,6.2,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-01 20:30:00,0.3,42,9.32,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 21:00:00,1.2,43,10.24,1.2,2.13,0.348,0.2556,0.6036,
216298730,2023-01-01 21:30:00,0.3,44,9.52,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 22:00:00,0.3,45,9.31,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 22:30:00,0.3,46,5.61,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 23:00:00,0.3,47,25.29,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-01 23:30:00,0.3,48,7.16,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 00:00:00,0.3,1,6.65,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 00:30:00,0.2,2,5.4,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 01:00:00,0.3,3,4.8,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 01:30:00,0.3,4,4.56,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 02:00:00,0.2,5,4.86,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 02:30:00,1.4,6,5.23,1.4,1.93,0.406,0.2316,0.6376,
216298730,2023-01-02 03:00:00,0.3,7,5.36,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 03:30:00,0.2,8,5.35,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 04:00:00,0.3,9,5.08,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 04:30:00,0.3,10,5.36,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 05:00:00,0.2,11,8.52,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 05:30:00,0.3,12,9.83,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 06:00:00,0.3,13,5.16,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 06:30:00,0.5,14,5.33,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-02 07:00:00,0.8,15,9.01,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-02 07:30:00,0.3,16,7.53,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 08:00:00,0.3,17,4.79,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 08:30:00,0.2,18,3.56,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 09:00:00,0.3,19,5,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 09:30:00,0.2,20,5.51,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 10:00:00,0.9,21,5.49,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-02 10:30:00,0.3,22,5.16,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 11:00:00,0.4,23,5.28,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-02 11:30:00,0.5,24,5.28,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-02 12:00:00,0.2,25,7.18,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 12:30:00,0.2,26,6.86,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 13:00:00,0.3,27,4.82,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 13:30:00,0.3,28,4.78,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 14:00:00,0.2,29,4.98,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 14:30:00,0.3,30,5.5,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 15:00:00,0.8,31,8.98,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-02 15:30:00,0.7,32,7.11,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-02 16:00:00,0.3,33,5.22,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 16:30:00,0.3,34,5.46,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 17:00:00,0.3,35,6.53,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 17:30:00,0.2,36,10.18,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 18:00:00,1.1,37,9.02,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-01-02 18:30:00,0.2,38,9.74,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 19:00:00,0.3,39,10.35,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 19:30:00,0.2,40,12.64,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-02 20:00:00,0.3,41,10.9,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 20:30:00,0.4,42,32.5,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-02 21:00:00,0.5,43,51.66,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-02 21:30:00,0.3,44,56.39,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 22:00:00,0.3,45,10.69,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-02 22:30:00,0.9,46,8.07,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-02 23:00:00,0.5,47,41.07,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-02 23:30:00,0.3,48,22.4,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 00:00:00,0.3,1,55.72,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 00:30:00,0.3,2,28.01,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 01:00:00,0.2,3,11.44,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 01:30:00,0.3,4,12.01,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 02:00:00,0.5,5,44.34,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-03 02:30:00,0.7,6,43.46,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-03 03:00:00,0.3,7,39.07,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 03:30:00,0.4,8,11.15,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-03 04:00:00,0.2,9,10.5,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 04:30:00,0.3,10,12.17,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 05:00:00,0.3,11,16.02,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 05:30:00,0.3,12,26.95,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 06:00:00,0.4,13,34.86,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-03 06:30:00,0.5,14,16.8,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-03 07:00:00,0.2,15,39.37,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 07:30:00,0.3,16,36.11,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 08:00:00,0.2,17,9.66,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 08:30:00,0.3,18,8.41,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 09:00:00,0.6,19,9.11,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-03 09:30:00,0.8,20,17.07,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-03 10:00:00,0.3,21,29.51,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 10:30:00,1,22,10.98,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-03 11:00:00,0.2,23,9.51,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 11:30:00,0.2,24,9.95,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 12:00:00,0.3,25,16.66,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 12:30:00,0.3,26,10.31,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 13:00:00,0.3,27,64.21,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 13:30:00,0.3,28,64.43,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 14:00:00,0.7,29,61.18,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-03 14:30:00,3.2,30,57.79,3.2,0.13,0.928,0.0156,0.9436,
216298730,2023-01-03 15:00:00,0.3,31,53.81,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 15:30:00,0.2,32,62.85,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 16:00:00,0.6,33,79.11,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-03 16:30:00,0.3,34,76.75,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 17:00:00,0.3,35,73.08,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 17:30:00,0.3,36,81.01,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 18:00:00,1,37,81.04,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-03 18:30:00,0.5,38,83.22,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-03 19:00:00,0.7,39,80.41,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-03 19:30:00,0.3,40,80.12,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 20:00:00,1.5,41,80.09,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-01-03 20:30:00,1.9,42,79.95,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-01-03 21:00:00,1.9,43,80.58,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-01-03 21:30:00,1.3,44,80.57,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-01-03 22:00:00,0.4,45,80.19,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-03 22:30:00,0.2,46,68.35,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-03 23:00:00,0.3,47,73.65,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-03 23:30:00,0.4,48,69.42,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 00:00:00,0.3,1,40.24,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 00:30:00,0.2,2,40.07,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 01:00:00,0.3,3,40.07,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 01:30:00,0.4,4,40.04,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 02:00:00,1.3,5,40.01,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-01-04 02:30:00,0.2,6,40.01,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 03:00:00,0.3,7,40,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 03:30:00,0.3,8,40.02,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 04:00:00,0.3,9,40.01,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 04:30:00,0.2,10,40.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 05:00:00,0.3,11,40.06,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 05:30:00,0.8,12,40.04,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-04 06:00:00,0.5,13,40.07,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-04 06:30:00,0.3,14,31.09,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 07:00:00,0.3,15,30.86,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 07:30:00,0.4,16,39.61,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 08:00:00,0.5,17,37.67,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-04 08:30:00,0.4,18,29.71,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 09:00:00,0.9,19,43.03,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-04 09:30:00,1,20,41.07,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-04 10:00:00,1.1,21,40.56,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-01-04 10:30:00,0.4,22,36.82,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 11:00:00,0.8,23,32.3,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-01-04 11:30:00,0.5,24,40.4,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-04 12:00:00,0.4,25,40.01,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 12:30:00,0.7,26,39.01,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-04 13:00:00,1.3,27,38.28,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-01-04 13:30:00,0.9,28,38.2,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-04 14:00:00,0.9,29,33.13,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-04 14:30:00,0.3,30,41,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 15:00:00,0.4,31,60.78,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 15:30:00,0.5,32,48.68,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-04 16:00:00,0.4,33,70.3,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 16:30:00,0.2,34,78.61,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 17:00:00,1.4,35,66.59,1.4,1.93,0.406,0.2316,0.6376,
216298730,2023-01-04 17:30:00,0.3,36,70.82,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 18:00:00,0.3,37,46.87,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 18:30:00,0.3,38,49.72,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 19:00:00,0.2,39,40.58,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 19:30:00,0.3,40,40.43,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 20:00:00,0.3,41,39.6,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 20:30:00,0.2,42,40.29,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 21:00:00,0.5,43,40.3,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-04 21:30:00,0.4,44,40.29,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-04 22:00:00,0.3,45,40.28,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 22:30:00,0.2,46,40.29,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-04 23:00:00,0.3,47,40.38,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-04 23:30:00,0.2,48,40.35,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 00:00:00,0.3,1,40.29,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 00:30:00,0.9,2,40.13,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-05 01:00:00,0.2,3,40.09,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 01:30:00,0.2,4,40.09,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 02:00:00,0.3,5,40.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 02:30:00,0.2,6,40.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 03:00:00,0.2,7,40.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 03:30:00,0.3,8,40.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 04:00:00,0.2,9,40.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 04:30:00,0.9,10,40.01,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-05 05:00:00,0.3,11,40.08,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 05:30:00,0.2,12,40.06,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 06:00:00,0.3,13,40.07,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 06:30:00,0.5,14,39.85,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-05 07:00:00,0.2,15,37.34,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 07:30:00,0.3,16,40.01,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 08:00:00,1.1,17,38.8,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-01-05 08:30:00,0.5,18,23.46,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-05 09:00:00,0.3,19,28.48,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 09:30:00,0.2,20,40.4,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 10:00:00,0.6,21,41.46,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-05 10:30:00,1.1,22,38.31,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-01-05 11:00:00,0.4,23,28.39,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-05 11:30:00,0.5,24,32.33,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-05 12:00:00,0.4,25,35.71,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-05 12:30:00,2.6,26,36.79,2.6,0.73,0.754,0.0876,0.8416,
216298730,2023-01-05 13:00:00,0.6,27,39.52,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-05 13:30:00,0.7,28,33.17,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-05 14:00:00,0.5,29,38.88,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-05 14:30:00,0.3,30,35.52,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 15:00:00,1,31,41.6,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-05 15:30:00,1.8,32,47.6,1.8,1.53,0.522,0.1836,0.7056,
216298730,2023-01-05 16:00:00,0.4,33,70.99,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-05 16:30:00,0.6,34,73.95,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-05 17:00:00,0.3,35,69.79,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 17:30:00,0.2,36,63.17,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 18:00:00,0.3,37,48.54,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 18:30:00,0.2,38,120.96,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 19:00:00,0.2,39,83.59,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 19:30:00,0.4,40,53.91,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-05 20:00:00,2.4,41,46.75,2.4,0.93,0.696,0.1116,0.8076,
216298730,2023-01-05 20:30:00,1.9,42,52.38,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-01-05 21:00:00,1.9,43,53.43,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-01-05 21:30:00,1.5,44,44.86,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-01-05 22:00:00,0.3,45,40.46,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 22:30:00,0.2,46,40.44,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-05 23:00:00,0.3,47,40.44,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-05 23:30:00,0.2,48,65.31,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 00:00:00,0.2,1,47.27,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 00:30:00,1,2,52.71,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-06 01:00:00,0.2,3,43.21,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 01:30:00,0.2,4,40.09,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 02:00:00,0.2,5,40.24,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 02:30:00,0.6,6,40.05,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-06 03:00:00,0.2,7,40.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 03:30:00,0.2,8,40.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 04:00:00,0.2,9,39.97,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 04:30:00,0.2,10,40.01,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 05:00:00,0.3,11,40.11,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-06 05:30:00,0.1,12,40.07,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-01-06 06:00:00,0.2,13,40.05,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 06:30:00,0.2,14,40.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 07:00:00,0.2,15,40.21,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 07:30:00,0.2,16,40.26,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 08:00:00,0.9,17,52.32,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-01-06 08:30:00,1.3,18,45.81,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-01-06 09:00:00,1.2,19,51.03,1.2,2.13,0.348,0.2556,0.6036,
216298730,2023-01-06 09:30:00,0.5,20,59.81,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-06 10:00:00,0.4,21,66.36,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-06 10:30:00,0.5,22,57.51,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-06 11:00:00,0.7,23,64.17,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-06 11:30:00,0.5,24,68.27,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-06 12:00:00,1,25,69.83,1,2.33,0.29,0.2796,0.5696,
216298730,2023-01-06 12:30:00,0.7,26,69.3,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-06 13:00:00,1.2,27,66.66,1.2,2.13,0.348,0.2556,0.6036,
216298730,2023-01-06 13:30:00,0.7,28,52.01,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-06 14:00:00,0.6,29,59.87,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-06 14:30:00,0.7,30,66.63,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-06 15:00:00,0.6,31,71.22,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-01-06 15:30:00,0.5,32,66.25,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-01-06 16:00:00,0.3,33,71.85,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-06 16:30:00,0.2,34,72.11,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-01-06 17:00:00,0.7,35,76,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-01-06 17:30:00,0.4,36,157.91,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-01-06 18:00:00,0.3,37,70.73,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-01-06 18:30:00,0.2,38,72.97,0.2,3.13,0.058,0.3756,0.4336,
