CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period,
216298730,2023-03-14 13:30:00,0.8,28,127.2,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-14 14:00:00,0.9,29,137.84,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-14 14:30:00,0.7,30,99.44,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-14 15:00:00,1.3,31,76.53,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-03-14 15:30:00,0.5,32,84.55,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-14 16:00:00,0.4,33,114.34,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-14 16:30:00,1.6,34,153.9,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-03-14 17:00:00,0.4,35,143.31,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-14 17:30:00,0.6,36,163.53,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-14 18:00:00,0.4,37,187.34,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-14 18:30:00,0.8,38,209.75,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-14 19:00:00,0.2,39,187.96,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-14 19:30:00,0.3,40,188.14,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-14 20:00:00,1.9,41,216.16,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-03-14 20:30:00,1.9,42,191.89,1.9,1.43,0.551,0.1716,0.7226,
216298730,2023-03-14 21:00:00,2.5,43,193.94,2.5,0.83,0.725,0.0996,0.8246,
216298730,2023-03-14 21:30:00,1,44,197.62,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-14 22:00:00,0.3,45,176.16,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-14 22:30:00,1,46,153.49,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-14 23:00:00,0.8,47,185.04,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-14 23:30:00,0.3,48,167.29,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 00:00:00,0.2,1,198.82,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-15 00:30:00,0.3,2,208.57,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 01:00:00,0.8,3,215.78,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-15 01:30:00,0.2,4,214.39,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-15 02:00:00,0.3,5,186.68,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 02:30:00,0.3,6,163.33,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 03:00:00,0.6,7,121.51,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-15 03:30:00,0.7,8,123.19,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-15 04:00:00,0.3,9,135.22,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 04:30:00,0.2,10,154.6,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-15 05:00:00,0.3,11,179.92,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 05:30:00,1,12,189.46,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-15 06:00:00,0.8,13,199.71,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-15 06:30:00,0.2,14,176.55,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-15 07:00:00,0.3,15,179.06,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 07:30:00,0.5,16,224.79,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-15 08:00:00,0.6,17,219.96,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-15 08:30:00,0.3,18,183.75,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 09:00:00,0.9,19,176.12,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-15 09:30:00,1.4,20,159.28,1.4,1.93,0.406,0.2316,0.6376,
216298730,2023-03-15 10:00:00,2.7,21,158.2,2.7,0.63,0.783,0.0756,0.8586,
216298730,2023-03-15 10:30:00,2.6,22,160.82,2.6,0.73,0.754,0.0876,0.8416,
216298730,2023-03-15 11:00:00,2.8,23,156.74,2.8,0.53,0.812,0.0636,0.8756,
216298730,2023-03-15 11:30:00,2.8,24,154.8,2.8,0.53,0.812,0.0636,0.8756,
216298730,2023-03-15 12:00:00,2.8,25,166.82,2.8,0.53,0.812,0.0636,0.8756,
216298730,2023-03-15 12:30:00,2.4,26,129.38,2.4,0.93,0.696,0.1116,0.8076,
216298730,2023-03-15 13:00:00,3.9,27,134.97,3.33,0,0.9657,0,0.9657,
216298730,2023-03-15 13:30:00,2.9,28,151.4,2.9,0.43,0.841,0.0516,0.8926,
216298730,2023-03-15 14:00:00,2.1,29,155.6,2.1,1.23,0.609,0.1476,0.7566,
216298730,2023-03-15 14:30:00,1.3,30,149.05,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-03-15 15:00:00,0.7,31,148.29,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-15 15:30:00,0.9,32,153.79,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-15 16:00:00,1.5,33,166.92,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-03-15 16:30:00,2.7,34,185.42,2.7,0.63,0.783,0.0756,0.8586,
216298730,2023-03-15 17:00:00,2.1,35,163.69,2.1,1.23,0.609,0.1476,0.7566,
216298730,2023-03-15 17:30:00,0.9,36,203.76,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-15 18:00:00,1.1,37,218.97,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-03-15 18:30:00,1.7,38,210.72,1.7,1.63,0.493,0.1956,0.6886,
216298730,2023-03-15 19:00:00,2.9,39,178.64,2.9,0.43,0.841,0.0516,0.8926,
216298730,2023-03-15 19:30:00,1.6,40,188.43,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-03-15 20:00:00,0.8,41,170.6,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-15 20:30:00,3.4,42,157.14,3.33,0,0.9657,0,0.9657,
216298730,2023-03-15 21:00:00,1.1,43,142.43,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-03-15 21:30:00,0.2,44,137.74,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-15 22:00:00,0.8,45,145.83,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-15 22:30:00,0.3,46,190.15,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 23:00:00,0.3,47,217.39,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-15 23:30:00,0.2,48,149.15,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 00:00:00,0.8,1,220.5,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-16 00:30:00,0.2,2,212.45,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 01:00:00,0.3,3,181.68,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-16 01:30:00,0.2,4,169.02,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 02:00:00,0.6,5,162.26,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-16 02:30:00,0.4,6,153.44,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-16 03:00:00,0.2,7,135.2,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 03:30:00,0.2,8,121.36,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 04:00:00,0.8,9,136.61,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-16 04:30:00,0.6,10,156.12,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-16 05:00:00,0.3,11,157.88,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-16 05:30:00,0.9,12,165.53,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-16 06:00:00,0.2,13,94.95,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 06:30:00,0.8,14,79.46,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-16 07:00:00,0.3,15,96.88,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-16 07:30:00,0.3,16,143.46,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-16 08:00:00,0.6,17,153.34,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-16 08:30:00,2.7,18,167.55,2.7,0.63,0.783,0.0756,0.8586,
216298730,2023-03-16 09:00:00,2.2,19,191.15,2.2,1.13,0.638,0.1356,0.7736,
216298730,2023-03-16 09:30:00,2.3,20,213.1,2.3,1.03,0.667,0.1236,0.7906,
216298730,2023-03-16 10:00:00,2.5,21,192.4,2.5,0.83,0.725,0.0996,0.8246,
216298730,2023-03-16 10:30:00,2.2,22,182.68,2.2,1.13,0.638,0.1356,0.7736,
216298730,2023-03-16 11:00:00,2.7,23,143.41,2.7,0.63,0.783,0.0756,0.8586,
216298730,2023-03-16 11:30:00,2,24,144.09,2,1.33,0.58,0.1596,0.7396,
216298730,2023-03-16 12:00:00,1.1,25,149.68,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-03-16 12:30:00,1.3,26,145.21,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-03-16 13:00:00,0.6,27,164.28,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-16 13:30:00,1.5,28,146.43,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-03-16 14:00:00,1.1,29,165.31,1.1,2.23,0.319,0.2676,0.5866,
216298730,2023-03-16 14:30:00,1,30,137.06,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-16 15:00:00,0.8,31,126.79,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-16 15:30:00,1.3,32,143.85,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-03-16 16:00:00,0.9,33,142.87,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-16 16:30:00,1.5,34,148.86,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-03-16 17:00:00,0.3,35,132.03,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-16 17:30:00,0.8,36,157.96,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-16 18:00:00,1.8,37,192.11,1.8,1.53,0.522,0.1836,0.7056,
216298730,2023-03-16 18:30:00,2.3,38,242.49,2.3,1.03,0.667,0.1236,0.7906,
216298730,2023-03-16 19:00:00,1,39,303.6,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-16 19:30:00,2.2,40,308.78,2.2,1.13,0.638,0.1356,0.7736,
216298730,2023-03-16 20:00:00,2.3,41,282.48,2.3,1.03,0.667,0.1236,0.7906,
216298730,2023-03-16 20:30:00,2.8,42,137.42,2.8,0.53,0.812,0.0636,0.8756,
216298730,2023-03-16 21:00:00,3.5,43,123.16,3.33,0,0.9657,0,0.9657,
216298730,2023-03-16 21:30:00,0.4,44,106.88,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-16 22:00:00,0.2,45,140.73,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 22:30:00,0.2,46,121.59,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-16 23:00:00,0.6,47,84.82,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-16 23:30:00,0.6,48,148.48,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-17 00:00:00,0.3,1,127.89,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-17 00:30:00,0.2,2,191.9,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 01:00:00,0.2,3,172.5,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 01:30:00,0.2,4,134.09,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 02:00:00,0.5,5,132.34,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-17 02:30:00,0.4,6,133.88,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-17 03:00:00,0.2,7,170.23,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 03:30:00,0.2,8,148.71,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 04:00:00,0.2,9,156.87,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 04:30:00,0.2,10,144.62,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 05:00:00,1.4,11,149.38,1.4,1.93,0.406,0.2316,0.6376,
216298730,2023-03-17 05:30:00,0.2,12,151.3,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 06:00:00,0.2,13,232.88,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 06:30:00,0.2,14,119.04,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 07:00:00,0.2,15,148.33,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 07:30:00,0.7,16,172.05,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-17 08:00:00,0.4,17,203.98,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-17 08:30:00,1.8,18,181.2,1.8,1.53,0.522,0.1836,0.7056,
216298730,2023-03-17 09:00:00,1.5,19,158.15,1.5,1.83,0.435,0.2196,0.6546,
216298730,2023-03-17 09:30:00,1,20,147.51,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-17 10:00:00,1,21,143.27,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-17 10:30:00,0.6,22,145.77,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-17 11:00:00,0.5,23,144.9,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-17 11:30:00,0.5,24,140.38,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-17 12:00:00,1.2,25,144.05,1.2,2.13,0.348,0.2556,0.6036,
216298730,2023-03-17 12:30:00,1,26,151.98,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-17 13:00:00,1,27,168.11,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-17 13:30:00,0.5,28,155.11,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-17 14:00:00,0.9,29,153.46,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-17 14:30:00,1,30,130.2,1,2.33,0.29,0.2796,0.5696,
216298730,2023-03-17 15:00:00,2.3,31,98.85,2.3,1.03,0.667,0.1236,0.7906,
216298730,2023-03-17 15:30:00,2.7,32,129.37,2.7,0.63,0.783,0.0756,0.8586,
216298730,2023-03-17 16:00:00,2.9,33,150.7,2.9,0.43,0.841,0.0516,0.8926,
216298730,2023-03-17 16:30:00,3.6,34,149,3.33,0,0.9657,0,0.9657,
216298730,2023-03-17 17:00:00,2.6,35,137.32,2.6,0.73,0.754,0.0876,0.8416,
216298730,2023-03-17 17:30:00,2.1,36,154.58,2.1,1.23,0.609,0.1476,0.7566,
216298730,2023-03-17 18:00:00,2,37,153.54,2,1.33,0.58,0.1596,0.7396,
216298730,2023-03-17 18:30:00,2,38,149.52,2,1.33,0.58,0.1596,0.7396,
216298730,2023-03-17 19:00:00,2.6,39,150.99,2.6,0.73,0.754,0.0876,0.8416,
216298730,2023-03-17 19:30:00,1.7,40,158.07,1.7,1.63,0.493,0.1956,0.6886,
216298730,2023-03-17 20:00:00,0.3,41,167.4,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-17 20:30:00,0.3,42,138.81,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-17 21:00:00,0.9,43,170.91,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-17 21:30:00,0.7,44,186.9,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-17 22:00:00,0.3,45,176.18,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-17 22:30:00,0.3,46,139.49,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-17 23:00:00,0.2,47,133.41,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-17 23:30:00,0.3,48,163.93,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-18 00:00:00,0.2,1,165.28,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 00:30:00,0.7,2,183.17,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-18 01:00:00,0.2,3,146.62,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 01:30:00,0.6,4,137.29,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-18 02:00:00,0.3,5,128.4,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-18 02:30:00,0.2,6,124.85,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 03:00:00,0.7,7,120.3,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-18 03:30:00,0.2,8,140.85,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 04:00:00,0.3,9,140.48,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-18 04:30:00,0.1,10,156,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-18 05:00:00,0.9,11,140.72,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-18 05:30:00,0.5,12,137.49,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-18 06:00:00,0.5,13,143.57,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-18 06:30:00,0.2,14,124.29,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 07:00:00,0.2,15,99.6,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 07:30:00,0.3,16,101.1,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-18 08:00:00,0.8,17,178.03,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-18 08:30:00,0.2,18,189.68,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 09:00:00,1.6,19,251.55,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-03-18 09:30:00,1.8,20,247.25,1.8,1.53,0.522,0.1836,0.7056,
216298730,2023-03-18 10:00:00,0.4,21,257.66,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-18 10:30:00,0.2,22,180.13,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 11:00:00,0.3,23,165.1,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-18 11:30:00,0.6,24,139.75,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-18 12:00:00,0.2,25,121.92,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 12:30:00,0.2,26,109.01,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 13:00:00,1.3,27,125.77,1.3,2.03,0.377,0.2436,0.6206,
216298730,2023-03-18 13:30:00,1.6,28,133.03,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-03-18 14:00:00,0.2,29,150.13,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 14:30:00,0.8,30,156.14,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-18 15:00:00,0.1,31,152.95,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-18 15:30:00,0.6,32,155.69,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-18 16:00:00,0.2,33,161.06,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 16:30:00,0.8,34,160.5,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-18 17:00:00,0.2,35,174.79,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 17:30:00,0.2,36,205.11,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 18:00:00,0.2,37,204.75,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 18:30:00,0.2,38,160.35,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 19:00:00,0.7,39,152.37,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-18 19:30:00,1.6,40,153.59,1.6,1.73,0.464,0.2076,0.6716,
216298730,2023-03-18 20:00:00,1.7,41,157.47,1.7,1.63,0.493,0.1956,0.6886,
216298730,2023-03-18 20:30:00,0.7,42,133.95,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-18 21:00:00,0.5,43,165.79,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-18 21:30:00,0.9,44,151.94,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-18 22:00:00,0.5,45,138.08,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-18 22:30:00,0.2,46,144.28,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-18 23:00:00,0.1,47,150.86,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-18 23:30:00,0.3,48,138.72,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 00:00:00,0.7,1,143.8,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 00:30:00,0.4,2,121.13,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-19 01:00:00,0.3,3,128.97,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 01:30:00,0.3,4,115.88,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 02:00:00,0.1,5,104.73,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 02:30:00,0.8,6,83.7,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-19 03:00:00,0.2,7,61.53,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 03:30:00,0.2,8,41.47,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 04:00:00,0.2,9,61.11,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 04:30:00,0.7,10,74.38,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 05:00:00,0.8,11,97.99,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-19 05:30:00,0.3,12,106.85,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 06:00:00,0.2,13,108.48,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 06:30:00,0.2,14,121.21,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 07:00:00,0.7,15,117.04,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 07:30:00,0.2,16,118.67,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 08:00:00,0.1,17,168.04,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 08:30:00,0.2,18,125.23,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 09:00:00,0.6,19,157.62,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-19 09:30:00,0.6,20,159.48,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-19 10:00:00,0.1,21,164.05,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 10:30:00,0.2,22,106.67,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 11:00:00,0.4,23,104.83,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-19 11:30:00,0.5,24,118.83,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-19 12:00:00,0.1,25,106.65,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 12:30:00,0.1,26,109.47,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 13:00:00,0.9,27,98.62,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-19 13:30:00,0.7,28,73.53,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 14:00:00,0.2,29,63.92,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 14:30:00,0.2,30,70.65,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 15:00:00,0.1,31,83.54,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 15:30:00,0.6,32,111.48,0.6,2.73,0.174,0.3276,0.5016,
216298730,2023-03-19 16:00:00,0.4,33,121.55,0.4,2.93,0.116,0.3516,0.4676,
216298730,2023-03-19 16:30:00,0.1,34,146.49,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 17:00:00,0.1,35,121.5,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 17:30:00,0.3,36,148.5,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 18:00:00,0.7,37,157.25,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 18:30:00,0.3,38,154.54,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 19:00:00,0.3,39,156.82,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 19:30:00,0.3,40,150.2,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 20:00:00,0.2,41,150.54,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-19 20:30:00,0.7,42,113.33,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 21:00:00,0.9,43,122.81,0.9,2.43,0.261,0.2916,0.5526,
216298730,2023-03-19 21:30:00,0.3,44,115.54,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 22:00:00,0.1,45,78.76,0.1,3.23,0.029,0.3876,0.4166,
216298730,2023-03-19 22:30:00,0.3,46,82.78,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-19 23:00:00,0.7,47,109.42,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-19 23:30:00,0.2,48,94.85,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 00:00:00,0.2,1,75.88,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 00:30:00,0.2,2,26.91,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 01:00:00,0.3,3,69.77,0.3,3.03,0.087,0.3636,0.4506,
216298730,2023-03-20 01:30:00,0.7,4,37.75,0.7,2.63,0.203,0.3156,0.5186,
216298730,2023-03-20 02:00:00,0.2,5,0.35,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 02:30:00,0.2,6,0.24,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 03:00:00,0.2,7,0.03,0.2,3.13,0.058,0.3756,0.4336,
216298730,2023-03-20 03:30:00,0.8,8,0.03,0.8,2.53,0.232,0.3036,0.5356,
216298730,2023-03-20 04:00:00,0.5,9,0.03,0.5,2.83,0.145,0.3396,0.4846,
216298730,2023-03-20 04:30:00,0,10,0.03,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 05:00:00,0,11,0.18,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 05:30:00,0,12,18.22,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 06:00:00,0,13,35.64,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 06:30:00,0,14,52.08,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 07:00:00,0,15,79.65,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 07:30:00,0,16,89.58,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 08:00:00,0,17,105.72,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 08:30:00,0,18,98.98,0,3.33,0,0.3996,0.3996,
216298730,2023-03-20 09:00:00,0,19,56.97,0,3.33,0,0.3996,0.3996,
