CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period
218691361,2023-09-06 18:30:00,0.71,36,129.02,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-09-06 19:00:00,1.99,37,121.24,1.99,1.34,0.5771,0.1608,0.7379
218691361,2023-09-06 19:30:00,2.27,38,153.16,2.27,1.06,0.6583,0.1272,0.7855
218691361,2023-09-06 20:00:00,2.27,39,126.3,2.27,1.06,0.6583,0.1272,0.7855
218691361,2023-09-06 20:30:00,1.9,40,143.56,1.9,1.43,0.551,0.1716,0.7226
218691361,2023-09-06 21:00:00,0.66,41,153.93,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-06 21:30:00,0.4,42,163.72,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-06 22:00:00,0.53,43,164.92,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-09-06 22:30:00,0.64,44,158.92,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-06 23:00:00,0.3,45,166.76,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-06 23:30:00,0.63,46,155.67,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-07 00:00:00,0.66,47,160.89,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-07 00:30:00,0.29,48,157.21,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-07 01:00:00,0.66,1,158.67,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-07 01:30:00,0.4,2,147.45,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-07 02:00:00,0.54,3,57.38,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-09-07 02:30:00,0.65,4,136.81,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-07 03:00:00,0.29,5,148.75,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-07 03:30:00,0.64,6,101.6,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-07 04:00:00,0.64,7,132.55,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-07 04:30:00,0.29,8,3.59,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-07 05:00:00,0.68,9,73.28,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-09-07 05:30:00,0.43,10,42.59,0.43,2.9,0.1247,0.348,0.4727
218691361,2023-09-07 06:00:00,0.51,11,105.64,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-09-07 06:30:00,0.65,12,117.07,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-07 07:00:00,0.97,13,101.61,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-09-07 07:30:00,1.14,14,85.54,1.14,2.19,0.3306,0.2628,0.5934
218691361,2023-09-07 08:00:00,0.65,15,90.17,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-07 08:30:00,0.31,16,128.82,0.31,3.02,0.0899,0.3624,0.4523
218691361,2023-09-07 09:00:00,0.64,17,92.51,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-07 09:30:00,0.48,18,77.1,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-09-07 10:00:00,0.7,19,96.78,0.7,2.63,0.203,0.3156,0.5186
218691361,2023-09-07 10:30:00,0.74,20,80.92,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-07 11:00:00,0.38,21,133.57,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-09-07 11:30:00,0.76,22,132.94,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-07 12:00:00,0.72,23,137.48,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-09-07 12:30:00,0.54,24,149.36,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-09-07 13:00:00,0.79,25,134.78,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-09-07 13:30:00,0.42,26,128.55,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-07 14:00:00,0.81,27,146.13,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-09-07 14:30:00,0.79,28,137.93,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-09-07 15:00:00,0.42,29,135.1,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-07 15:30:00,0.74,30,140.86,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-07 16:00:00,0.57,31,152.77,0.57,2.76,0.1653,0.3312,0.4965
218691361,2023-09-07 16:30:00,0.61,32,153.72,0.61,2.72,0.1769,0.3264,0.5033
218691361,2023-09-07 17:00:00,0.67,33,147.73,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-07 17:30:00,0.28,34,179.12,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-07 18:00:00,0.64,35,176.91,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-07 18:30:00,0.62,36,164.97,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-09-07 19:00:00,0.29,37,145.78,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-07 19:30:00,0.62,38,146.73,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-09-07 20:00:00,0.7,39,146.04,0.7,2.63,0.203,0.3156,0.5186
218691361,2023-09-07 20:30:00,1.26,40,145.19,1.26,2.07,0.3654,0.2484,0.6138
218691361,2023-09-07 21:00:00,0.63,41,154.62,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-07 21:30:00,0.29,42,154.27,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-07 22:00:00,0.65,43,160.71,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-07 22:30:00,0.67,44,160.86,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-07 23:00:00,0.31,45,184.64,0.31,3.02,0.0899,0.3624,0.4523
218691361,2023-09-07 23:30:00,0.64,46,167.51,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-08 00:00:00,0.38,47,175.39,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-09-08 00:30:00,0.56,48,168.57,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-09-08 01:00:00,0.64,1,174.56,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-08 01:30:00,0.29,2,170.46,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-08 02:00:00,0.64,3,166.8,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-08 02:30:00,0.65,4,167.86,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-08 03:00:00,0.28,5,167.03,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-08 03:30:00,0.65,6,165.09,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-08 04:00:00,0.42,7,164.81,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-08 04:30:00,0.5,8,164.24,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-09-08 05:00:00,0.63,9,165.01,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-08 05:30:00,0.28,10,160.12,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-08 06:00:00,0.65,11,162.13,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-08 06:30:00,0.64,12,135.97,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-08 07:00:00,0.29,13,139.5,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-08 07:30:00,0.74,14,150.52,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-08 08:00:00,0.56,15,136.14,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-09-08 08:30:00,0.45,16,167.27,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-09-08 09:00:00,0.71,17,162.13,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-09-08 09:30:00,0.43,18,145.1,0.43,2.9,0.1247,0.348,0.4727
218691361,2023-09-08 10:00:00,0.75,19,136.08,0.75,2.58,0.2175,0.3096,0.5271
218691361,2023-09-08 10:30:00,0.73,20,138.44,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-09-08 11:00:00,0.45,21,123.44,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-09-08 11:30:00,0.76,22,120.62,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-08 12:00:00,0.78,23,119.16,0.78,2.55,0.2262,0.306,0.5322
218691361,2023-09-08 12:30:00,0.44,24,149.01,0.44,2.89,0.1276,0.3468,0.4744
218691361,2023-09-08 13:00:00,0.73,25,153.66,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-09-08 13:30:00,0.45,26,146.51,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-09-08 14:00:00,0.74,27,146.25,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-08 14:30:00,0.76,28,130.28,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-08 15:00:00,0.4,29,125.28,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-08 15:30:00,0.76,30,122.82,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-08 16:00:00,0.73,31,123.4,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-09-08 16:30:00,0.41,32,132.7,0.41,2.92,0.1189,0.3504,0.4693
218691361,2023-09-08 17:00:00,0.68,33,134.36,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-09-08 17:30:00,0.4,34,151.5,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-08 18:00:00,0.87,35,126.05,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-09-08 18:30:00,0.67,36,116.93,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-08 19:00:00,0.47,37,147.79,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-08 19:30:00,0.74,38,152.96,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-08 20:00:00,0.65,39,149.44,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-08 20:30:00,0.28,40,148.31,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-08 21:00:00,0.65,41,130.15,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-08 21:30:00,0.4,42,142.18,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-08 22:00:00,0.53,43,148.08,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-09-08 22:30:00,0.64,44,147.79,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-08 23:00:00,0.29,45,135.09,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-08 23:30:00,0.65,46,149.24,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 00:00:00,0.63,47,152.83,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 00:30:00,0.3,48,140.48,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-09 01:00:00,0.63,1,157.21,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 01:30:00,0.47,2,146.5,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-09 02:00:00,0.47,3,141.34,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-09 02:30:00,0.65,4,116.16,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 03:00:00,0.28,5,148.44,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 03:30:00,0.65,6,146.11,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 04:00:00,0.64,7,146.61,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 04:30:00,0.28,8,141.13,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 05:00:00,0.64,9,141.38,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 05:30:00,0.45,10,78.28,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-09-09 06:00:00,0.48,11,107.07,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-09-09 06:30:00,0.64,12,115.81,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 07:00:00,0.33,13,123.85,0.33,3,0.0957,0.36,0.4557
218691361,2023-09-09 07:30:00,0.66,14,159.9,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-09 08:00:00,0.65,15,159.33,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 08:30:00,0.29,16,154.32,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-09 09:00:00,0.63,17,160.8,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 09:30:00,0.47,18,142.84,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-09 10:00:00,0.46,19,131.66,0.46,2.87,0.1334,0.3444,0.4778
218691361,2023-09-09 10:30:00,0.63,20,141.4,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 11:00:00,0.29,21,135.62,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-09 11:30:00,0.63,22,150.19,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 12:00:00,0.65,23,150.41,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 12:30:00,0.28,24,145.88,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 13:00:00,0.65,25,141.25,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-09 13:30:00,0.47,26,128.77,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-09 14:00:00,0.45,27,117.74,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-09-09 14:30:00,0.64,28,128.03,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 15:00:00,0.28,29,125.27,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 15:30:00,0.64,30,142.98,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 16:00:00,0.64,31,144.98,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 16:30:00,0.28,32,147.55,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 17:00:00,0.64,33,154.42,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 17:30:00,0.42,34,156.95,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-09 18:00:00,0.5,35,141.02,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-09-09 18:30:00,0.63,36,152.13,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 19:00:00,0.29,37,154.51,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-09 19:30:00,0.62,38,157.85,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-09-09 20:00:00,0.64,39,160.55,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-09 20:30:00,0.29,40,156.11,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-09 21:00:00,0.63,41,156.24,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-09 21:30:00,0.36,42,155.57,0.36,2.97,0.1044,0.3564,0.4608
218691361,2023-09-09 22:00:00,0.57,43,159.05,0.57,2.76,0.1653,0.3312,0.4965
218691361,2023-09-09 22:30:00,0.66,44,156.34,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-09 23:00:00,0.28,45,151.41,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-09 23:30:00,0.66,46,142.16,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-10 00:00:00,0.6,47,145.25,0.6,2.73,0.174,0.3276,0.5016
218691361,2023-09-10 00:30:00,0.36,48,156.98,0.36,2.97,0.1044,0.3564,0.4608
218691361,2023-09-10 01:00:00,0.66,1,172.45,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-10 01:30:00,0.3,2,158.75,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-10 02:00:00,0.65,3,155.71,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 02:30:00,0.63,4,156.27,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-10 03:00:00,0.29,5,154,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-10 03:30:00,0.63,6,159.65,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-10 04:00:00,0.52,7,159.26,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-09-10 04:30:00,0.42,8,159.31,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-10 05:00:00,0.64,9,162.24,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 05:30:00,0.29,10,144.08,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-10 06:00:00,0.65,11,145.83,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 06:30:00,0.63,12,144.88,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-10 07:00:00,0.3,13,151.74,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-10 07:30:00,0.63,14,143.59,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-10 08:00:00,0.49,15,135.85,0.49,2.84,0.1421,0.3408,0.4829
218691361,2023-09-10 08:30:00,0.46,16,144.88,0.46,2.87,0.1334,0.3444,0.4778
218691361,2023-09-10 09:00:00,0.65,17,157.39,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 09:30:00,0.29,18,165.15,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-10 10:00:00,0.65,19,172.37,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 10:30:00,0.65,20,175.05,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 11:00:00,0.28,21,164.26,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-10 11:30:00,0.65,22,179.59,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 12:00:00,0.52,23,166.16,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-09-10 12:30:00,0.4,24,190.69,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-10 13:00:00,0.65,25,175.45,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 13:30:00,0.29,26,174.81,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-10 14:00:00,0.65,27,176.44,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-10 14:30:00,0.64,28,173.53,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 15:00:00,0.3,29,166.2,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-10 15:30:00,0.64,30,166.26,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 16:00:00,0.55,31,169.14,0.55,2.78,0.1595,0.3336,0.4931
218691361,2023-09-10 16:30:00,0.37,32,173.85,0.37,2.96,0.1073,0.3552,0.4625
218691361,2023-09-10 17:00:00,0.64,33,186.89,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 17:30:00,0.29,34,168.91,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-10 18:00:00,0.64,35,174.09,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 18:30:00,0.64,36,214.47,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 19:00:00,0.32,37,184.94,0.32,3.01,0.0928,0.3612,0.454
218691361,2023-09-10 19:30:00,0.67,38,173.06,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-10 20:00:00,0.59,39,161.29,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-09-10 20:30:00,0.34,40,153.81,0.34,2.99,0.0986,0.3588,0.4574
218691361,2023-09-10 21:00:00,0.64,41,161.43,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-10 21:30:00,0.28,42,158.05,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-10 22:00:00,0.66,43,160.34,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-10 22:30:00,0.63,44,162.45,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-10 23:00:00,0.3,45,174.6,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-10 23:30:00,0.63,46,151.95,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-11 00:00:00,0.54,47,161.03,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-09-11 00:30:00,0.4,48,146.54,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-11 01:00:00,0.64,1,144.29,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 01:30:00,0.3,2,148.84,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-11 02:00:00,0.64,3,143.46,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 02:30:00,0.66,4,137.07,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-11 03:00:00,0.29,5,79.01,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-11 03:30:00,0.66,6,6.09,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-11 04:00:00,0.47,7,92.06,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-09-11 04:30:00,0.46,8,112.77,0.46,2.87,0.1334,0.3444,0.4778
218691361,2023-09-11 05:00:00,0.65,9,132,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-11 05:30:00,0.3,10,99.07,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-11 06:00:00,0.63,11,114.29,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-11 06:30:00,0.64,12,114.83,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 07:00:00,0.29,13,103.29,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-11 07:30:00,0.7,14,109.18,0.7,2.63,0.203,0.3156,0.5186
218691361,2023-09-11 08:00:00,0.42,15,121.5,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-11 08:30:00,0.64,16,145.04,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 09:00:00,0.81,17,138.38,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-09-11 09:30:00,0.42,18,119.81,0.42,2.91,0.1218,0.3492,0.471
218691361,2023-09-11 10:00:00,0.79,19,99.7,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-09-11 10:30:00,0.75,20,94.52,0.75,2.58,0.2175,0.3096,0.5271
218691361,2023-09-11 11:00:00,0.5,21,122.87,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-09-11 11:30:00,0.89,22,124.1,0.89,2.44,0.2581,0.2928,0.5509
218691361,2023-09-11 12:00:00,0.53,23,118.98,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-09-11 12:30:00,0.9,24,128.28,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-09-11 13:00:00,0.88,25,155.18,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-09-11 13:30:00,0.43,26,155.78,0.43,2.9,0.1247,0.348,0.4727
218691361,2023-09-11 14:00:00,0.74,27,165,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-11 14:30:00,0.56,28,159.91,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-09-11 15:00:00,0.58,29,157.4,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-09-11 15:30:00,0.73,30,155.32,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-09-11 16:00:00,0.37,31,164.82,0.37,2.96,0.1073,0.3552,0.4625
218691361,2023-09-11 16:30:00,0.73,32,229.12,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-09-11 17:00:00,0.67,33,255.87,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-11 17:30:00,0.32,34,287.05,0.32,3.01,0.0928,0.3612,0.454
218691361,2023-09-11 18:00:00,0.64,35,192.89,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 18:30:00,0.29,36,226.43,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-11 19:00:00,0.64,37,207.36,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 19:30:00,0.63,38,169.45,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-11 20:00:00,0.29,39,145.44,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-11 20:30:00,0.64,40,147.15,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 21:00:00,0.44,41,154.39,0.44,2.89,0.1276,0.3468,0.4744
218691361,2023-09-11 21:30:00,0.5,42,163.05,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-09-11 22:00:00,0.64,43,177.5,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-11 22:30:00,0.29,44,225.21,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-11 23:00:00,0.63,45,145.1,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-11 23:30:00,0.66,46,116.33,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-12 00:00:00,0.28,47,160.92,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-12 00:30:00,0.65,48,144.87,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-12 01:00:00,0.29,1,54.23,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-09-12 01:30:00,0.66,2,139.13,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-12 02:00:00,0.64,3,117.66,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-12 02:30:00,0.31,4,164.66,0.31,3.02,0.0899,0.3624,0.4523
218691361,2023-09-12 03:00:00,0.64,5,159.07,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-09-12 03:30:00,0.59,6,134.38,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-09-12 04:00:00,0.4,7,163.07,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-12 04:30:00,0.66,8,160.52,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-12 05:00:00,0.28,9,176.04,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-12 05:30:00,0.65,10,134.47,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-09-12 06:00:00,0.63,11,127.18,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-09-12 06:30:00,0.3,12,131.36,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-09-12 07:00:00,1.32,13,134.02,1.32,2.01,0.3828,0.2412,0.624
218691361,2023-09-12 07:30:00,0.92,14,139.58,0.92,2.41,0.2668,0.2892,0.556
218691361,2023-09-12 08:00:00,0.4,15,124.21,0.4,2.93,0.116,0.3516,0.4676
218691361,2023-09-12 08:30:00,0.67,16,138.48,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-09-12 09:00:00,0.28,17,120.58,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-09-12 09:30:00,0.89,18,67.4,0.89,2.44,0.2581,0.2928,0.5509
218691361,2023-09-12 10:00:00,0.76,19,114.45,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-12 10:30:00,0.44,20,94.03,0.44,2.89,0.1276,0.3468,0.4744
218691361,2023-09-12 11:00:00,0.76,21,110,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-09-12 11:30:00,0.79,22,118.19,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-09-12 12:00:00,0.74,23,136.63,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-09-12 12:30:00,1.43,24,145.81,1.43,1.9,0.4147,0.228,0.6427
218691361,2023-09-12 13:00:00,0.56,25,134.49,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-09-12 13:30:00,0.66,26,148.78,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-09-12 14:00:00,0.73,27,116.2,0.73,2.6,0.2117,0.312,0.5237
