CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period
218691361,2023-02-18 01:30:00,0.11,4,260.69,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 02:00:00,0.09,5,258.63,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 02:30:00,0.11,6,238.74,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 03:00:00,0.1,7,242,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 03:30:00,0.1,8,236.48,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 04:00:00,0.82,9,235.97,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-02-18 04:30:00,0.09,10,200.57,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 05:00:00,0.11,11,240.03,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 05:30:00,0.09,12,209.21,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 06:00:00,0.1,13,198.11,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 06:30:00,1.06,14,216.48,1.06,2.27,0.3074,0.2724,0.5798
218691361,2023-02-18 07:00:00,0.1,15,146.1,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 07:30:00,0.67,16,228.91,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-02-18 08:00:00,0.09,17,264.86,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 08:30:00,0.11,18,261.09,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 09:00:00,0.09,19,262.32,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 09:30:00,0.1,20,268.55,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 10:00:00,0.1,21,275.84,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 10:30:00,0.1,22,259.61,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 11:00:00,0.11,23,244.28,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 11:30:00,1.08,24,230.35,1.08,2.25,0.3132,0.27,0.5832
218691361,2023-02-18 12:00:00,0.7,25,243.82,0.7,2.63,0.203,0.3156,0.5186
218691361,2023-02-18 12:30:00,0.09,26,223.53,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 13:00:00,0.1,27,218.37,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 13:30:00,0.09,28,220.71,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 14:00:00,0.09,29,216.3,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 14:30:00,0.11,30,220.54,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 15:00:00,0.38,31,220.76,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-02-18 15:30:00,0.38,32,212.74,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-02-18 16:00:00,0.09,33,206.56,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 16:30:00,0.11,34,207.27,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 17:00:00,0.9,35,214.19,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-02-18 17:30:00,0.26,36,252.8,0.26,3.07,0.0754,0.3684,0.4438
218691361,2023-02-18 18:00:00,0.1,37,245.95,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 18:30:00,0.1,38,257.78,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-18 19:00:00,0.11,39,244.65,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 19:30:00,0.62,40,278.88,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-02-18 20:00:00,0.11,41,254.55,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 20:30:00,0.09,42,254.89,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 21:00:00,0.11,43,269.14,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 21:30:00,0.09,44,245.41,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-18 22:00:00,0.21,45,244.88,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-18 22:30:00,0.99,46,198.6,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-02-18 23:00:00,0.11,47,236.79,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-18 23:30:00,0.68,48,265.01,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-02-19 00:00:00,0.1,1,284.99,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 00:30:00,0.11,2,278.52,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 01:00:00,0.09,3,274.54,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 01:30:00,0.11,4,261.43,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 02:00:00,0.09,5,232.44,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 02:30:00,0.11,6,231.83,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 03:00:00,0.1,7,231.49,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 03:30:00,0.15,8,221.66,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-19 04:00:00,1.63,9,180.82,1.63,1.7,0.4727,0.204,0.6767
218691361,2023-02-19 04:30:00,0.09,10,180.69,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 05:00:00,0.11,11,231.77,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 05:30:00,0.09,12,232.18,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 06:00:00,0.11,13,213.99,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 06:30:00,0.09,14,210.23,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 07:00:00,0.1,15,83.7,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 07:30:00,0.1,16,148.24,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 08:00:00,0.09,17,197.26,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 08:30:00,0.66,18,236.26,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-02-19 09:00:00,0.37,19,219.12,0.37,2.96,0.1073,0.3552,0.4625
218691361,2023-02-19 09:30:00,0.82,20,227.14,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-02-19 10:00:00,0.09,21,227.28,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 10:30:00,0.1,22,161.03,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 11:00:00,0.1,23,211.91,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 11:30:00,0.1,24,158.48,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 12:00:00,0.15,25,202.49,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-19 12:30:00,0.6,26,210.67,0.6,2.73,0.174,0.3276,0.5016
218691361,2023-02-19 13:00:00,0.11,27,204.45,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 13:30:00,0.09,28,223.27,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 14:00:00,0.11,29,210.07,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 14:30:00,0.98,30,222.61,0.98,2.35,0.2842,0.282,0.5662
218691361,2023-02-19 15:00:00,0.18,31,233.81,0.18,3.15,0.0522,0.378,0.4302
218691361,2023-02-19 15:30:00,0.1,32,225.34,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 16:00:00,0.11,33,213.05,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 16:30:00,0.67,34,164.2,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-02-19 17:00:00,0.13,35,224.32,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-19 17:30:00,0.11,36,273.09,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 18:00:00,0.1,37,286.01,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-19 18:30:00,0.11,38,282.83,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 19:00:00,0.09,39,266.88,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 19:30:00,0.11,40,248.52,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 20:00:00,1.06,41,259.66,1.06,2.27,0.3074,0.2724,0.5798
218691361,2023-02-19 20:30:00,0.11,42,272.13,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 21:00:00,0.64,43,272.65,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-02-19 21:30:00,0.11,44,257.14,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 22:00:00,0.09,45,235.16,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 22:30:00,0.11,46,161.2,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-19 23:00:00,0.09,47,198.6,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-19 23:30:00,0.1,48,242.2,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 00:00:00,0.1,1,240.77,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 00:30:00,0.1,2,219.01,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 01:00:00,0.64,3,183.84,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-02-20 01:30:00,1.05,4,159.9,1.05,2.28,0.3045,0.2736,0.5781
218691361,2023-02-20 02:00:00,0.11,5,162.63,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 02:30:00,0.09,6,176.46,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-20 03:00:00,0.11,7,194.67,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 03:30:00,0.09,8,212.99,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-20 04:00:00,0.11,9,233.29,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 04:30:00,0.09,10,208.15,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-20 05:00:00,0.68,11,228.23,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-02-20 05:30:00,0.09,12,204.81,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-20 06:00:00,0.1,13,194.67,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 06:30:00,1.1,14,239.65,1.1,2.23,0.319,0.2676,0.5866
218691361,2023-02-20 07:00:00,0.1,15,226.91,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 07:30:00,0.15,16,272.61,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-20 08:00:00,0.11,17,278.73,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 08:30:00,0.14,18,282.93,0.14,3.19,0.0406,0.3828,0.4234
218691361,2023-02-20 09:00:00,0.13,19,249.16,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-20 09:30:00,0.68,20,246.92,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-02-20 10:00:00,0.15,21,253.15,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-20 10:30:00,0.14,22,242.24,0.14,3.19,0.0406,0.3828,0.4234
218691361,2023-02-20 11:00:00,0.17,23,245.96,0.17,3.16,0.0493,0.3792,0.4285
218691361,2023-02-20 11:30:00,0.12,24,250.23,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-20 12:00:00,1.11,25,248.57,1.11,2.22,0.3219,0.2664,0.5883
218691361,2023-02-20 12:30:00,0.11,26,261.07,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 13:00:00,0.15,27,256.75,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-20 13:30:00,0.66,28,255.55,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-02-20 14:00:00,0.12,29,274.83,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-20 14:30:00,0.11,30,279.69,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 15:00:00,0.12,31,282.69,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-20 15:30:00,0.1,32,279.04,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 16:00:00,0.13,33,282.02,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-20 16:30:00,0.13,34,284.27,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-20 17:00:00,0.13,35,285.34,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-20 17:30:00,1.22,36,337.52,1.22,2.11,0.3538,0.2532,0.607
218691361,2023-02-20 18:00:00,0.54,37,339.39,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-02-20 18:30:00,0.1,38,330.91,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 19:00:00,0.1,39,305.79,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 19:30:00,0.1,40,299.74,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 20:00:00,0.1,41,286.95,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 20:30:00,0.1,42,315.65,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 21:00:00,0.1,43,334.03,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-20 21:30:00,0.11,44,321.2,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-20 22:00:00,0.33,45,253.72,0.33,3,0.0957,0.36,0.4557
218691361,2023-02-20 22:30:00,0.89,46,225.24,0.89,2.44,0.2581,0.2928,0.5509
218691361,2023-02-20 23:00:00,0.64,47,196.1,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-02-20 23:30:00,0.11,48,113.48,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 00:00:00,0.09,1,62.64,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 00:30:00,0.11,2,186.93,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 01:00:00,0.09,3,225.46,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 01:30:00,0.11,4,162.02,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 02:00:00,0.09,5,134.12,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 02:30:00,0.56,6,110.05,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-02-21 03:00:00,0.21,7,111.38,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 03:30:00,0.1,8,111.04,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 04:00:00,1.08,9,42,1.08,2.25,0.3132,0.27,0.5832
218691361,2023-02-21 04:30:00,0.1,10,80.27,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 05:00:00,0.1,11,96.42,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 05:30:00,0.09,12,166.04,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 06:00:00,0.11,13,157.31,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 06:30:00,0.09,14,195.05,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 07:00:00,1.36,15,149.12,1.36,1.97,0.3944,0.2364,0.6308
218691361,2023-02-21 07:30:00,0.41,16,208.58,0.41,2.92,0.1189,0.3504,0.4693
218691361,2023-02-21 08:00:00,0.21,17,162.81,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 08:30:00,0.16,18,102.14,0.16,3.17,0.0464,0.3804,0.4268
218691361,2023-02-21 09:00:00,0.21,19,110.59,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 09:30:00,1.17,20,169.55,1.17,2.16,0.3393,0.2592,0.5985
218691361,2023-02-21 10:00:00,0.18,21,222.31,0.18,3.15,0.0522,0.378,0.4302
218691361,2023-02-21 10:30:00,0.17,22,183.62,0.17,3.16,0.0493,0.3792,0.4285
218691361,2023-02-21 11:00:00,0.26,23,230.28,0.26,3.07,0.0754,0.3684,0.4438
218691361,2023-02-21 11:30:00,0.59,24,248.86,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-02-21 12:00:00,0.15,25,271.44,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-21 12:30:00,0.23,26,267.72,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-21 13:00:00,0.23,27,245.58,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-21 13:30:00,0.21,28,251.74,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 14:00:00,0.21,29,241.45,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 14:30:00,0.21,30,216.95,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 15:00:00,1.22,31,256.3,1.22,2.11,0.3538,0.2532,0.607
218691361,2023-02-21 15:30:00,0.18,32,275.95,0.18,3.15,0.0522,0.378,0.4302
218691361,2023-02-21 16:00:00,0.78,33,285.32,0.78,2.55,0.2262,0.306,0.5322
218691361,2023-02-21 16:30:00,0.21,34,254.79,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-21 17:00:00,0.22,35,267.27,0.22,3.11,0.0638,0.3732,0.437
218691361,2023-02-21 17:30:00,0.11,36,285.03,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 18:00:00,0.13,37,273.81,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-21 18:30:00,0.1,38,269.58,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 19:00:00,0.1,39,253.82,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 19:30:00,0.1,40,229.36,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 20:00:00,0.1,41,234.79,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 20:30:00,1.03,42,283.32,1.03,2.3,0.2987,0.276,0.5747
218691361,2023-02-21 21:00:00,0.76,43,281.05,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-02-21 21:30:00,0.11,44,268.01,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 22:00:00,0.1,45,204.36,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-21 22:30:00,0.11,46,157.32,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-21 23:00:00,0.09,47,266.39,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-21 23:30:00,0.12,48,182.48,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-22 00:00:00,0.09,1,143.23,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 00:30:00,0.11,2,233.56,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 01:00:00,0.52,3,275.19,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-02-22 01:30:00,0.24,4,236.36,0.24,3.09,0.0696,0.3708,0.4404
218691361,2023-02-22 02:00:00,0.41,5,222.92,0.41,2.92,0.1189,0.3504,0.4693
218691361,2023-02-22 02:30:00,0.81,6,206.2,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-02-22 03:00:00,0.1,7,210.25,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 03:30:00,0.1,8,198.76,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 04:00:00,0.1,9,189.42,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 04:30:00,0.09,10,197.26,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 05:00:00,0.11,11,234.9,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 05:30:00,0.67,12,258.36,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-02-22 06:00:00,0.11,13,202.15,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 06:30:00,0.09,14,278.96,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 07:00:00,0.11,15,328.34,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 07:30:00,0.09,16,291.51,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 08:00:00,1.01,17,309.53,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-02-22 08:30:00,0.19,18,318.36,0.19,3.14,0.0551,0.3768,0.4319
218691361,2023-02-22 09:00:00,0.1,19,332.61,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 09:30:00,0.12,20,282.46,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-22 10:00:00,0.75,21,310.62,0.75,2.58,0.2175,0.3096,0.5271
218691361,2023-02-22 10:30:00,0.11,22,242.96,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 11:00:00,0.08,23,247.2,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-02-22 11:30:00,0.1,24,225.92,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 12:00:00,0.47,25,198.45,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-02-22 12:30:00,0.88,26,20.46,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-02-22 13:00:00,0.21,27,14.29,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-22 13:30:00,0.58,28,7.46,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-02-22 14:00:00,0.77,29,4.48,0.77,2.56,0.2233,0.3072,0.5305
218691361,2023-02-22 14:30:00,0.12,30,2.33,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-22 15:00:00,0.71,31,152.1,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-02-22 15:30:00,0.09,32,207.41,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 16:00:00,0.11,33,237.37,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 16:30:00,0.09,34,261.33,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 17:00:00,0.11,35,279.51,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 17:30:00,0.09,36,308.2,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 18:00:00,0.11,37,291.5,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-22 18:30:00,0.14,38,285.72,0.14,3.19,0.0406,0.3828,0.4234
218691361,2023-02-22 19:00:00,2.3,39,280.17,2.3,1.03,0.667,0.1236,0.7906
218691361,2023-02-22 19:30:00,2.57,40,276.92,2.57,0.76,0.7453,0.0912,0.8365
218691361,2023-02-22 20:00:00,1.84,41,278.89,1.84,1.49,0.5336,0.1788,0.7124
218691361,2023-02-22 20:30:00,1.67,42,280.64,1.67,1.66,0.4843,0.1992,0.6835
218691361,2023-02-22 21:00:00,0.15,43,318.13,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-22 21:30:00,0.15,44,277.18,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-02-22 22:00:00,0.09,45,258.38,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-22 22:30:00,0.1,46,246.82,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 23:00:00,0.1,47,238.58,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-22 23:30:00,0.11,48,209.6,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-23 00:00:00,0.28,1,110.38,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-02-23 00:30:00,1.02,2,43.28,1.02,2.31,0.2958,0.2772,0.573
218691361,2023-02-23 01:00:00,0.67,3,103.45,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-02-23 01:30:00,0.1,4,104.62,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-23 02:00:00,0.1,5,103.3,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-02-23 02:30:00,0.11,6,102.24,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-23 03:00:00,0.09,7,89.51,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-23 03:30:00,0.11,8,101.3,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-02-23 04:00:00,0.09,9,101.19,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-23 04:30:00,0.45,10,96.07,0.45,2.88,0.1305,0.3456,0.4761
218691361,2023-02-23 05:00:00,0.32,11,139.98,0.32,3.01,0.0928,0.3612,0.454
218691361,2023-02-23 05:30:00,0.09,12,154.9,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-02-23 06:00:00,0.84,13,167.72,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-02-23 06:30:00,0.3,14,111.49,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-02-23 07:00:00,0.12,15,148.34,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-23 07:30:00,0.12,16,183.57,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-23 08:00:00,0.12,17,247.09,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-02-23 08:30:00,0.71,18,282.17,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-02-23 09:00:00,0.29,19,196.2,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-02-23 09:30:00,0.23,20,225.91,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-23 10:00:00,0.8,21,199.27,0.8,2.53,0.232,0.3036,0.5356
218691361,2023-02-23 10:30:00,0.87,22,215.49,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-02-23 11:00:00,1.31,23,220.26,1.31,2.02,0.3799,0.2424,0.6223
218691361,2023-02-23 11:30:00,0.29,24,235.31,0.29,3.04,0.0841,0.3648,0.4489
218691361,2023-02-23 12:00:00,0.21,25,200.38,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-23 12:30:00,0.9,26,174.73,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-02-23 13:00:00,0.21,27,148.65,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-02-23 13:30:00,0.55,28,115.77,0.55,2.78,0.1595,0.3336,0.4931
218691361,2023-02-23 14:00:00,0.3,29,58.04,0.3,3.03,0.087,0.3636,0.4506
218691361,2023-02-23 14:30:00,0.28,30,11.55,0.28,3.05,0.0812,0.366,0.4472
218691361,2023-02-23 15:00:00,0.38,31,70.39,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-02-23 15:30:00,0.19,32,90.45,0.19,3.14,0.0551,0.3768,0.4319
218691361,2023-02-23 16:00:00,1.05,33,130.81,1.05,2.28,0.3045,0.2736,0.5781
218691361,2023-02-23 16:30:00,0.39,34,134.04,0.39,2.94,0.1131,0.3528,0.4659
218691361,2023-02-23 17:00:00,0.83,35,117.26,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-02-23 17:30:00,0.13,36,156.27,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-02-23 18:00:00,0.95,37,235.84,0.95,2.38,0.2755,0.2856,0.5611
218691361,2023-02-23 18:30:00,0.88,38,202.37,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-02-23 19:00:00,0.23,39,277.04,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-23 19:30:00,0.23,40,196.1,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-23 20:00:00,0.23,41,212.93,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-02-23 20:30:00,0.24,42,220.08,0.24,3.09,0.0696,0.3708,0.4404
218691361,2023-02-23 21:00:00,0.85,43,247.41,0.85,2.48,0.2465,0.2976,0.5441
